0 1.98019
0.10472 1.07794
0.20944 0.531064
0.314159 0.313904
0.418879 0.210688
0.523599 0.153033
0.628319 0.115414
0.733038 0.0947899
0.837758 0.0778638
0.942478 0.0675052
1.0472 0.0582089
1.15192 0.0515239
1.25664 0.0460481
1.36136 0.0417954
1.46608 0.0390625
1.5708 0.0360098
1.67552 0.0331438
1.78024 0.0312356
1.88496 0.0293691
1.98968 0.0280658
2.0944 0.0264299
2.19911 0.0249127
2.30383 0.024098
2.40855 0.0230148
2.51327 0.0219069
2.61799 0.0212338
2.72271 0.0204984
2.82743 0.0197911
2.93215 0.0190443
3.03687 0.0184412
3.14159 0.0178166
3.24631 0.0172926
3.35103 0.0167439
3.45575 0.0162449
3.56047 0.0158846
3.66519 0.0153145
3.76991 0.0150268
3.87463 0.0145666
3.97935 0.014035
4.08407 0.0137596
4.18879 0.0134343
4.29351 0.013168
4.39823 0.0127407
4.50295 0.0124145
4.60767 0.0121671
4.71239 0.0118197
4.81711 0.0115938
4.92183 0.0112963
5.02655 0.0111485
5.13127 0.0108684
5.23599 0.0105686
5.34071 0.0102901
5.44543 0.0100579
5.55015 0.00989582
5.65487 0.00968958
5.75959 0.00951126
5.86431 0.00931012
5.96903 0.00912055
6.07375 0.00893839
6.17847 0.00868583
6.28319 0.008528
6.38791 0.00841553
6.49262 0.00824297
6.59734 0.00810468
6.70206 0.00794202
6.80678 0.00768962
6.9115 0.00757843
7.01622 0.00741367
7.12094 0.00730683
7.22566 0.00716019
7.33038 0.00704006
7.4351 0.00690314
7.53982 0.00673984
7.64454 0.00666496
7.74926 0.00656616
7.85398 0.00641618
7.9587 0.00630799
8.06342 0.00617831
8.16814 0.0060707
8.27286 0.00601392
8.37758 0.00588091
8.4823 0.00577992
8.58702 0.00565692
8.69174 0.00555307
8.79646 0.00550899
8.90118 0.00540909
9.0059 0.00527887
9.11062 0.00521332
9.21534 0.00512326
9.32006 0.00506033
9.42478 0.00497634
9.5295 0.00484763
9.63422 0.00481978
9.73894 0.00473978
9.84366 0.00465817
9.94838 0.00454068
10.0531 0.00451847
10.1578 0.00440723
10.2625 0.00436361
10.3673 0.0042996
10.472 0.0042367
10.5767 0.0041775
10.6814 0.00411545
10.7861 0.00405658
10.8909 0.00396373
10.9956 0.00391386
11.1003 0.00390222
11.205 0.00382877
11.3097 0.00378998
11.4145 0.00369327
11.5192 0.00364989
11.6239 0.00362384
11.7286 0.0035593
11.8333 0.00350219
11.9381 0.00346434
12.0428 0.00340433
12.1475 0.00335476
12.2522 0.00331248
12.3569 0.00327515
12.4617 0.00323348
12.5664 0.00316818
12.6711 0.00312936
12.7758 0.00309499
12.8805 0.00305038
12.9852 0.00299688
13.09 0.00296613
13.1947 0.0029305
13.2994 0.00291397
13.4041 0.00286892
13.5088 0.00282821
13.6136 0.00278401
13.7183 0.00276025
13.823 0.00271338
13.9277 0.00267179
14.0324 0.00263951
14.1372 0.00262491
14.2419 0.00258451
14.3466 0.0025537
14.4513 0.00252651
14.556 0.00248974
14.6608 0.00245455
14.7655 0.00242497
14.8702 0.00239415
14.9749 0.00237458
15.0796 0.00233489
