0.0523599 -0.399324 -0.224178 0.169184 0.00552476 0.211974 0.159526 -0.171672 -0.00775911 0.169799 0.00186447
0.15708 -0.256919 -0.297704 0.147407 0.0135386 0.0872951 0.155992 -0.0628269 0.0082976 0.0572473 -0.00377195
0.261799 -0.178704 -0.303054 0.133917 0.0241107 0.0573635 0.125593 -0.0209126 -0.0102871 0.0212246 0.00298707
0.366519 -0.13977 -0.294586 0.115726 0.0247497 0.029204 0.115432 -0.0149333 0.00118236 0.0166488 -0.0021928
0.471239 -0.102469 -0.286462 0.105558 0.0250581 0.0096387 0.0808486 -0.00168799 0.00342143 0.00317036 0.00211465
0.575959 -0.0713271 -0.27749 0.0925932 0.0264842 0.0125973 0.0671449 -0.0049896 -0.00334471 0.00877765 -0.00834341
0.680678 -0.0603386 -0.26334 0.0861757 0.0286232 0.00601365 0.0663224 -0.0100481 -0.00183367 0.00220365 0.00340232
0.785398 -0.0450316 -0.268007 0.0774209 0.02633 0.00148885 0.0512164 0.00112341 0.00211451 0.00629433 0.00143474
0.890118 -0.0252926 -0.260724 0.0738003 0.0276907 0.00146227 0.0495675 -0.000759404 -0.00135855 -2.79403e-05 -0.00216682
0.994838 -0.0169379 -0.251845 0.0522771 0.0219261 -0.00966807 0.041384 -0.00193281 0.000261569 0.00282992 0.00227212
1.09956 -0.010355 -0.24272 0.0573443 0.0170541 -0.00733362 0.0313806 -0.00758055 0.00238602 0.00177017 0.00232848
1.20428 -0.0101177 -0.243353 0.0453657 0.0144854 -0.00448956 0.0309251 0.00497687 -0.00608909 -0.00108956 -0.00428484
1.309 0.00774871 -0.235111 0.0488455 0.0187878 -0.00725016 0.0272186 0.000897862 -0.00114776 -0.00336592 -0.00146653
1.41372 0.00745342 -0.221847 0.0349617 0.0152389 -0.00669985 0.0137277 -0.0022433 0.00140012 0.00145693 0.00462245
1.51844 0.00390941 -0.223997 0.0373794 0.00526573 0.00199279 0.0235759 0.00264824 0.00255685 0.0031032 0.00332971
1.62316 0.0128941 -0.222668 0.0350385 0.00562111 -0.00751463 0.0251689 -0.000313106 -0.00402778 -0.0025174 -0.00173032
1.72788 0.0177507 -0.215855 0.0364957 0.00503757 -0.00883261 0.0128224 -0.000245456 0.0024591 0.00238851 0.00168615
1.8326 0.0236999 -0.211496 0.0354139 0.00828691 -0.00249829 0.0231954 0.00202439 0.0031415 -0.000153157 -0.00576897
1.93732 0.0224191 -0.202594 0.0308025 0.00312852 -0.0142305 0.0120348 -0.00184814 -0.00095865 0.000192438 0.00042078
2.04204 0.0279043 -0.200049 0.0386475 0.00254914 -0.00458256 0.00148059 0.00189967 -0.000886436 -0.00147599 -0.001813
2.14675 0.0254342 -0.194911 0.0297655 0.00566933 0.0031279 0.00622891 -0.000248818 -0.00275666 -0.00297634 -0.002128
2.25147 0.0314687 -0.192225 0.0336888 0.00827352 -0.00607776 0.00277296 -0.00373902 0.00372047 0.0018534 -0.00288473
2.35619 0.0257865 -0.186932 0.0140595 0.0112492 0.00512943 0.00527713 -0.000410759 -0.00279877 -0.0025949 0.00369911
2.46091 0.0299485 -0.18582 0.0231486 0.00322809 -0.000215355 0.0140887 -0.00698878 -0.000378628 0.00563466 -0.000579516
2.56563 0.0265625 -0.175912 0.0176491 0.0107938 0.0029835 0.000899629 0.00335925 0.00161952 -0.00726252 0.000470784
2.67035 0.0240749 -0.180092 0.0156677 0.00236666 0.00718427 0.0112289 0.00359535 -0.000979006 -0.00168774 0.00165802
2.77507 0.0375775 -0.184646 0.0151543 0.00108935 0.000896568 0.0141018 -0.00163706 0.000542047 0.00589043 -0.00328774
2.87979 0.0379211 -0.169635 0.0149551 0.00342179 -0.00510822 0.00985874 -0.00251389 0.00402519 -0.000923378 0.000630691
2.98451 0.0371308 -0.16493 0.0184711 -0.00249186 -0.00261239 0.00728831 0.000683574 -0.00312031 -0.000661388 -0.00068354
3.08923 0.0336428 -0.160252 0.0141733 0.00897928 -0.00256597 0.00395523 -0.00113014 0.00152411 0.000413487 -0.00111318
3.19395 0.0299171 -0.159939 0.00863002 -0.00685332 -0.0027438 0.00630508 0.00168135 -0.000813693 0.00445971 -6.87946e-05
3.29867 0.0332857 -0.1591 0.0153688 0.00493823 -0.00431291 0.0112962 0.00280599 0.000655777 -0.00278526 -0.00228376
3.40339 0.0331248 -0.155283 0.0121251 -0.000647597 -0.0111634 -0.00155628 -0.00498637 -0.000828817 0.0019979 0.000234194
3.50811 0.0289813 -0.153905 0.0126577 0.000999754 0.00169167 -0.00902293 0.00291446 0.00552681 -0.00338059 -0.00152237
3.61283 0.0370568 -0.147505 0.0167522 -0.000675971 0.00120249 0.00448376 -0.000466208 0.000777058 7.65535e-05 0.00599733
