0 1.97554 1.9589 1.98725 1.99906
0.10472 1.06985 1.07914 1.08296 1.07984
0.20944 0.533116 0.535117 0.52743 0.528594
0.314159 0.316569 0.31853 0.313409 0.307107
0.418879 0.20973 0.212389 0.20985 0.210784
0.523599 0.152956 0.152858 0.152527 0.153791
0.628319 0.115937 0.115901 0.115112 0.114708
0.733038 0.0956096 0.0956354 0.0949502 0.0929645
0.837758 0.0778916 0.0778841 0.0776299 0.0780497
0.942478 0.0673027 0.0671669 0.0680489 0.0675025
1.0472 0.0582094 0.0585163 0.059021 0.0570892
1.15192 0.0523099 0.0509971 0.0511822 0.0516065
1.25664 0.0460768 0.0458397 0.0457623 0.0465138
1.36136 0.0419621 0.041758 0.041361 0.0421007
1.46608 0.0390616 0.0391612 0.0391757 0.0388517
1.5708 0.0359776 0.0357224 0.036381 0.0359582
1.67552 0.0328945 0.0331334 0.03316 0.0333874
1.78024 0.0313593 0.0311127 0.0310874 0.0313828
1.88496 0.0295598 0.0293987 0.0293707 0.0291473
1.98968 0.0282334 0.0281906 0.0278944 0.0279447
2.0944 0.026678 0.0263389 0.0262077 0.026495
2.19911 0.0251603 0.0250386 0.0249248 0.024527
2.30383 0.024087 0.024124 0.0238937 0.0242875
2.40855 0.0232816 0.0229532 0.0229786 0.022846
2.51327 0.0218882 0.0217841 0.0219105 0.0220448
2.61799 0.0212354 0.0213009 0.0211407 0.0212582
2.72271 0.0204833 0.0205351 0.0204303 0.0205448
2.82743 0.0199689 0.0195783 0.0198176 0.0197994
2.93215 0.0192187 0.0188747 0.0187328 0.0193513
3.03687 0.018493 0.0185871 0.0184 0.0182847
3.14159 0.0179867 0.0177134 0.0178138 0.0177524
3.24631 0.0174808 0.0174233 0.0171514 0.0171149
3.35103 0.0167486 0.0169134 0.0167072 0.0166063
3.45575 0.01641 0.0161181 0.016236 0.0162156
3.56047 0.0161255 0.0156215 0.0159737 0.0158179
3.66519 0.0152766 0.0152094 0.0154169 0.0153551
3.76991 0.0151264 0.0150402 0.0149474 0.0149929
3.87463 0.0147407 0.0145433 0.014423 0.0145593
3.97935 0.0138413 0.0139171 0.0142111 0.0141707
4.08407 0.013897 0.0137957 0.0136794 0.0136666
4.18879 0.0135326 0.0133517 0.0133685 0.0134843
4.29351 0.013104 0.0130584 0.0132426 0.0132667
4.39823 0.0128703 0.0126503 0.0128208 0.0126215
4.50295 0.0124962 0.0123409 0.0124919 0.0123289
4.60767 0.0123122 0.0120531 0.012127 0.0121762
4.71239 0.0118128 0.0118375 0.0117987 0.0118299
4.81711 0.0115967 0.0116306 0.0115413 0.0116064
4.92183 0.0112093 0.0113391 0.0114091 0.0112276
5.02655 0.0112761 0.0110962 0.0110839 0.0111376
5.13127 0.0109679 0.01083 0.010907 0.0107688
5.23599 0.010571 0.0105909 0.0105892 0.0105232
5.34071 0.0102922 0.0103242 0.0102914 0.0102525
5.44543 0.0100324 0.0100656 0.0100675 0.0100663
5.55015 0.00988898 0.00990881 0.00987476 0.00991071
5.65487 0.00978837 0.00967526 0.00958888 0.0097058
5.75959 0.00959575 0.00945159 0.0094532 0.00954448
5.86431 0.00936072 0.00920498 0.00940446 0.00927034
5.96903 0.00907815 0.00917252 0.00913145 0.00910008
6.07375 0.00890543 0.00892745 0.00898751 0.00893318
6.17847 0.00865003 0.00866495 0.00864909 0.00877924
6.28319 0.00852714 0.00851131 0.00852302 0.00855054
6.38791 0.00839867 0.00835366 0.00849901 0.0084108
6.49262 0.00830847 0.00815393 0.00815955 0.00834993
6.59734 0.00811265 0.00809417 0.00817603 0.00803588
6.70206 0.0079134 0.00787916 0.00801149 0.00796403
6.80678 0.00761602 0.00767097 0.00770225 0.00776926
6.9115 0.00762674 0.00755703 0.00758441 0.00754555
7.01622 0.00743552 0.00732386 0.00745205 0.00744324
7.12094 0.0073686 0.00730661 0.00720603 0.00734607
7.22566 0.00718457 0.00711292 0.00719696 0.00714629
