0.0523599 0.0773729 -0.039117 0.0692212 0.00290085 0.00593983 0.0114504 0.0327702 -0.0143392 0.0218289 0.00649093 -0.0125544 -0.0018975 -0.00291436 0.00137456 0.0255424 -0.00587354
0.15708 0.104494 -0.063162 0.0661873 0.00516771 -0.00364893 0.0124549 0.0406642 -0.00851418 0.0119985 -0.00436284 -0.00639015 0.000481102 -5.11941e-05 -9.95544e-05 0.00590527 0.00275579
0.261799 0.120444 -0.0734094 0.0638057 0.00615621 -0.00602803 0.00943617 0.0370961 -0.000263486 0.00255992 0.00487055 -0.0014241 -0.00184694 -0.000879935 0.000910835 0.00388953 -0.00280427
0.366519 0.130405 -0.075603 0.0608989 0.00507616 -0.00712808 0.00873964 0.0344291 -0.00125183 0.00116623 0.000337194 -0.00111187 -0.000136491 -0.000699278 0.00024556 0.00375011 -0.000841784
0.471239 0.137177 -0.080234 0.0589428 0.00455297 -0.00899093 0.00587245 0.0346153 0.00382117 -0.000313632 -0.00253316 -0.000206547 0.000781118 -9.71658e-05 -0.000638124 0.00107397 0.00227383
0.575959 0.145326 -0.0846579 0.0559625 0.004279 -0.00792685 0.00366851 0.0283668 0.00681441 -0.000384706 0.00377699 5.62326e-05 -0.00108888 -0.000809082 0.00122073 0.00257258 -0.00450262
0.680678 0.146692 -0.0842863 0.0540261 0.00218655 -0.00758494 0.00371388 0.0269422 0.00474801 0.00381939 -0.000204922 -0.00146795 -0.000319588 0.000631427 -4.91359e-05 -0.00179622 0.0010302
0.785398 0.147721 -0.0892631 0.0525315 0.00135408 -0.00778805 0.00239608 0.0258148 0.00685672 -0.00196938 -0.00116591 0.00046819 0.000500021 -0.000715265 -0.000402888 0.00275767 0.00103782
0.890118 0.149609 -0.0920211 0.0505859 0.000228111 -0.00727757 0.00199464 0.0237176 0.00666566 0.000275762 0.000953955 -5.00494e-05 -0.000325667 8.7464e-06 0.000329727 -0.000155168 -0.0010656
0.994838 0.154027 -0.0944351 0.0472889 -0.000604345 -0.00648433 0.00106463 0.0192837 0.00697443 0.000109991 -0.000543032 -0.000137796 0.000138513 -0.000145535 -0.000243195 0.00064871 0.000852363
1.09956 0.152019 -0.0932241 0.0459535 -0.0031133 -0.00648882 0.00106929 0.0199472 0.00537796 0.00201131 -0.00107027 -0.00091334 0.000246897 0.000270214 -0.000243831 -0.000514045 0.00104709
1.20428 0.151559 -0.0962169 0.0439882 -0.00396825 -0.00528647 0.000359996 0.0162209 0.00619576 -0.00127786 0.00232365 0.000668493 -0.000780926 -0.000229726 0.00059791 0.000320129 -0.00201739
1.309 0.150107 -0.0985327 0.0428041 -0.00508927 -0.0058583 0.000363186 0.0176011 0.0059247 0.000208142 0.000527019 5.6523e-06 -0.000188252 0.000229985 0.000184324 -0.000860129 -0.000568744
1.41372 0.151135 -0.099982 0.0402933 -0.00588971 -0.00540358 -0.00112485 0.0151757 0.00838444 0.000426974 -0.000953785 -0.000233853 0.000292682 2.28336e-06 -0.000433724 0.000142335 0.00143404
1.51844 0.149034 -0.0982094 0.0384289 -0.00822822 -0.00348247 -0.000149826 0.0112306 0.00449542 -0.00085385 -0.000846354 0.000286271 0.000355343 -0.000267511 -0.000324359 0.000920219 0.000960398
1.62316 0.146954 -0.100287 0.0370529 -0.00912383 -0.00365864 0.00042738 0.0115478 0.003034 0.000275714 0.00103891 -3.58412e-05 -0.000431816 0.000152064 0.000242702 -0.000599468 -0.000694195
1.72788 0.144288 -0.100825 0.0358662 -0.0103609 -0.0043784 0.000143208 0.0131434 0.00325771 -0.000126434 -0.000653428 -2.42731e-06 0.000262287 -0.000134838 -0.00018026 0.000508588 0.000537907
1.8326 0.142428 -0.10268 0.0343596 -0.0109439 -0.00333069 2.99668e-05 0.0107483 0.00318182 -0.000420286 -0.000234495 0.000164616 0.000186407 -3.57327e-05 0.000285922 0.000106575 -0.00103385
1.93732 0.141143 -0.101973 0.0325367 -0.012274 -0.00382668 0.000416169 0.0114615 0.00181537 0.000360137 0.000165608 -0.000151604 -9.0407e-05 2.91092e-05 5.27097e-06 -7.16485e-05 2.89105e-05
