0.0523599 -0.39655 -0.227612 0.168981 0.00586149 0.209372 0.162796 -0.170292 5.42945e-17 0.170292 -3.44575e-17
0.15708 -0.259106 -0.29631 0.147564 0.0134358 0.08917 0.154596 -0.060161 1.75341e-17 0.060161 -7.17807e-18
0.261799 -0.177602 -0.303261 0.133769 0.0241143 0.0562979 0.12595 -0.0210632 3.46674e-18 0.0210632 -1.07196e-18
0.366519 -0.140001 -0.294505 0.115731 0.0247423 0.0294114 0.11534 -0.0157939 2.3417e-18 0.0157939 -7.68644e-19
0.471239 -0.102467 -0.286413 0.105533 0.0250938 0.00966972 0.080886 -0.00242924 7.04562e-19 0.00242924 1.7191e-20
0.575959 -0.0716792 -0.277272 0.0924024 0.0264316 0.0126113 0.0672349 -0.00688597 8.55854e-19 0.00688597 1.45087e-19
0.680678 -0.0601637 -0.263429 0.0862413 0.0285622 0.00580775 0.0662128 -0.00612653 -1.9642e-19 0.00612653 2.79738e-19
0.785398 -0.0449437 -0.268061 0.0774884 0.0263724 0.00159355 0.0511539 -0.00258539 3.60743e-19 0.00258539 1.111e-19
0.890118 -0.0252894 -0.260703 0.0737875 0.0277011 0.00146928 0.0495876 -0.000365733 3.49249e-20 0.000365733 8.10543e-21
0.994838 -0.0169012 -0.251825 0.0522747 0.0219312 -0.00969043 0.0413903 -0.00238146 3.44412e-19 0.00238146 2.36302e-19
1.09956 -0.0104577 -0.242752 0.0573435 0.0169981 -0.00743318 0.0313517 -0.00467546 6.24798e-19 0.00467546 3.42691e-19
1.20428 -0.0103324 -0.243174 0.0452699 0.0144424 -0.00462202 0.0311022 0.00303357 -3.37671e-19 -0.00303357 -3.91401e-19
1.309 0.00777694 -0.235105 0.0488479 0.0187994 -0.00722918 0.0272231 0.00213189 -8.42203e-20 -0.00213189 -2.34694e-19
1.41372 0.00747025 -0.221747 0.034934 0.0152395 -0.0067755 0.0137794 -0.00185044 8.10613e-20 0.00185044 1.78002e-19
1.51844 0.00405731 -0.223981 0.0373798 0.00532063 0.00213964 0.0235849 -0.000227475 -3.12018e-21 0.000227475 2.44326e-20
1.62316 0.0129392 -0.222599 0.0350204 0.00564708 -0.00742232 0.0252207 0.00110224 -7.19793e-20 -0.00110224 -1.15542e-19
1.72788 0.0177784 -0.215824 0.0364863 0.00505141 -0.00878668 0.0128518 -0.00131699 -1.14513e-20 0.00131699 1.51701e-19
1.8326 0.023736 -0.211315 0.0354119 0.00827839 -0.00258347 0.0230249 0.00109012 2.6541e-20 -0.00109012 -1.0481e-19
1.93732 0.0224349 -0.202593 0.0308042 0.0031297 -0.0142378 0.0120228 -0.00102033 1.31196e-19 0.00102033 1.02441e-19
2.04204 0.0279133 -0.200029 0.0386421 0.00254665 -0.00460381 0.00149088 0.00168786 -9.94792e-20 -0.00168786 -1.75351e-19
2.14675 0.0254951 -0.194867 0.0297525 0.0056914 0.00320551 0.00627199 0.00136376 -1.51546e-19 -0.00136376 -1.05205e-19
2.25147 0.0312602 -0.192163 0.0336929 0.00827276 -0.0058816 0.0026931 -0.00279909 -6.98357e-20 0.00279909 3.37502e-19
2.35619 0.0256929 -0.186858 0.0140626 0.011246 0.00520441 0.00515244 0.00109315 -7.16126e-20 -0.00109315 -1.49571e-19
2.46091 0.0299427 -0.185823 0.0231486 0.00323026 -0.000195636 0.0140892 -0.00631173 -7.50254e-20 0.00631173 6.13065e-19
2.56563 0.026591 -0.175936 0.0176542 0.0107814 0.00287915 0.000849166 0.00531106 1.06559e-19 -0.00531106 -6.41157e-19
2.67035 0.0240101 -0.180089 0.0156692 0.00236884 0.00726687 0.01121 0.00264205 -1.74279e-19 -0.00264205 -2.22284e-19
2.77507 0.037375 -0.184681 0.0151627 0.00108075 0.000985761 0.0140503 -0.00376517 5.78204e-20 0.00376517 3.5324e-19
2.87979 0.0377869 -0.169603 0.0149535 0.00340338 -0.00517126 0.00984495 -0.000795499 4.27589e-20 0.000795499 8.16677e-20
2.98451 0.037099 -0.164877 0.0184628 -0.00249741 -0.00259863 0.00731851 0.000672616 -3.98537e-20 -0.000672616 -6.4103e-20
3.08923 0.0336131 -0.160239 0.0141736 0.00897897 -0.00253939 0.00393889 -0.000772009 5.89486e-21 0.000772009 1.06319e-19
3.19395 0.0299142 -0.160057 0.00864326 -0.006842 -0.0027717 0.0061785 -0.0013892 2.02935e-20 0.0013892 1.46229e-19
3.29867 0.0333702 -0.159046 0.0153671 0.00493789 -0.0044012 0.0112597 0.00279632 -2.3241e-20 -0.00279632 -2.7782e-19
3.40339 0.0331819 -0.155292 0.0121283 -0.000644776 -0.0111925 -0.0015973 -0.00349226 1.55918e-19 0.00349226 2.83404e-19
3.50811 0.0292236 -0.153637 0.0126513 0.000994715 0.00140858 -0.00920127 0.00315429 1.93543e-19 -0.00315429 -3.44722e-19
3.61283 0.0370022 -0.147276 0.0167256 -0.000696353 0.00115429 0.00453486 -0.000271667 2.84166e-21 0.000271667 1.81887e-20
3.71755 0.030668 -0.14954 0.0125113 0.00559827 0.00851938 0.000285852 -0.000575285 4.31537e-21 0.000575285 5.1862e-20
3.82227 0.0315776 -0.14905 0.00170534 -0.00284424 0.00422303 0.00511231 0.00109049 -1.05769e-20 -0.00109049 -1.25893e-19
3.92699 0.0353584 -0.146299 0.00440089 -0.00433355 0.00126468 0.00699823 0.000603803 -1.39333e-20 -0.000603803 -6.32569e-20
4.03171 0.0403939 -0.138964 0.0122289 -0.00185367 -0.00558399 0.00707668 0.000369988 -2.19294e-21 -0.000369988 -3.70121e-20
4.13643 0.0271954 -0.132618 0.0024459 -0.00707685 -0.00463424 0.00217143 -0.00139849 2.78243e-20 0.00139849 1.012e-19
4.24115 0.033662 -0.139999 0.0152997 -0.00287109 -0.00554602 0.00512014 0.000817272 -2.65692e-20 -0.000817272 -4.93659e-20
4.34587 0.0323744 -0.133381 0.00835002 -0.00272972 -0.00362876 -0.00327351 0.00303339 -1.16318e-19 -0.00303339 -1.83615e-19
4.45059 0.0302594 -0.132463 0.0127859 0.000226244 0.00291675 0.00310409 -0.000309161 1.53365e-21 0.000309161 1.99057e-20
4.55531 0.0364452 -0.132533 0.0105673 0.000299025 -0.00407469 0.00807135 -0.00092694 1.12256e-20 0.00092694 8.57857e-20
4.66003 0.0319018 -0.124683 0.010605 0.00763517 -0.00800299 -0.0071479 0.00277295 9.92254e-20 -0.00277295 -1.93656e-19
4.76475 0.0283536 -0.123655 -0.00137186 0.00692111 -0.00109271 -0.0060142 -0.00129264 -2.56384e-20 0.00129264 1.55918e-19
4.86947 0.0274143 -0.123329 -0.000326427 0.00116622 0.00140122 -0.00297714 -0.00196447 6.21075e-20 0.00196447 1.29715e-19
4.97419 0.0309339 -0.122221 0.000434728 -0.00137423 0.00733254 -0.00458924 0.00185952 -4.66794e-20 -0.00185952 -1.01482e-19
5.07891 0.0302855 -0.122955 -0.000323102 -0.0121128 0.000694549 0.0036598 0.000263111 -5.10864e-21 -0.000263111 -1.46419e-20
5.18363 0.0323341 -0.127023 0.00643806 -0.00619818 0.00715058 -0.00446556 -0.000736826 3.6173e-21 0.000736826 6.3137e-20
5.28835 0.0355437 -0.116376 0.00481831 -0.00642657 0.00585395 0.00971579 0.0017102 -3.85563e-20 -0.0017102 -1.18095e-19
5.39307 0.0284794 -0.114001 0.0171288 -0.00541059 0.00437435 0.0120236 -0.00194447 2.01384e-20 0.00194447 1.02554e-19
5.49779 0.0273385 -0.11711 0.0057893 7.01736e-05 -0.00906009 0.00991423 -0.000234387 1.23397e-22 0.000234387 1.81676e-20
5.60251 0.0288109 -0.119673 0.0181576 -0.00327627 -0.00407506 0.00394628 -0.000828963 3.32326e-20 0.000828963 4.44371e-20
5.70723 0.0398494 -0.112727 0.000887933 0.0137242 -0.00647774 0.0013016 -0.00218327 1.45256e-20 0.00218327 2.20056e-19
5.81195 0.0284877 -0.104296 0.00703918 0.00289496 -0.00988898 -0.00110713 0.00175706 8.79998e-21 -0.00175706 -1.72982e-19
5.91667 0.0246047 -0.109054 -0.00373094 0.00941249 0.00224044 -0.00623058 0.00217132 9.92254e-20 -0.00217132 -2.18222e-19
6.02139 0.0217162 -0.108878 -0.0060331 0.00147378 -0.00121519 -0.00509786 0.000585917 2.59204e-20 -0.000585917 -5.1862e-20
6.12611 0.0263985 -0.112241 -0.00496464 -0.00533168 -0.00137465 -0.00280799 -0.0017731 9.56151e-21 0.0017731 1.71684e-19
6.23083 0.0272071 -0.107931 0.000591562 -0.0115194 0.0103817 -0.00306913 -0.00117098 -1.26923e-20 0.00117098 5.44216e-20
6.33555 0.0295945 -0.112406 0.00360922 -0.0040021 -0.00515717 0.00459241 0.000230403 2.64422e-21 -0.000230403 -1.8432e-20
6.44026 0.0338685 -0.109757 0.00328587 -0.00654058 0.00208117 -0.000611171 0.00426608 8.45023e-20 -0.00426608 -2.40758e-19
6.54498 0.031394 -0.0949745 0.00816808 -0.00111118 0.00440286 0.00172126 -0.00216849 1.99128e-20 0.00216849 5.64383e-20
6.6497 0.0293949 -0.100986 0.00944917 0.00103236 0.00256003 0.00334272 0.00270157 -1.2963e-19 -0.00270157 -1.80371e-19
6.75442 0.0266214 -0.0967829 0.000787456 0.00604659 0.00116358 0.00531425 -0.0033128 -6.03588e-21 0.0033128 2.64761e-19
6.85914 0.0230299 -0.0955824 0.00257899 -0.000162404 0.000804097 0.00414776 0.00274235 -2.05897e-21 -0.00274235 -1.23087e-19
6.96386 0.0264225 -0.0996796 0.0025636 0.00235073 -0.00131331 0.00311965 -0.000865496 2.88256e-20 0.000865496 3.4805e-20
7.06858 0.0235561 -0.0942836 -0.00406054 0.000256315 -0.00193034 0.00700144 -0.00108057 4.86114e-20 0.00108057 9.8069e-20
7.1733 0.0268735 -0.0972401 -3.11094e-05 -0.00828758 -0.0108685 0.0072453 0.00104625 1.7882e-20 -0.00104625 -4.31255e-20
7.27802 0.0198564 -0.09445 0.000424554 0.0012913 -0.0108782 -0.0100377 -0.00277304 -4.87947e-20 0.00277304 2.76353e-19
